,SeqId,Count
139,2913-1,11
140,19273-3,9
141,15635-4,10
142,11318-20,14
143,12888-18,1
144,4158-54,6
145,3709-4,2
146,12329-21,16
147,9297-12,3
148,6077-63,12
149,11142-11,13
150,13738-8,11
151,22534-14,8
152,8470-213,4
153,21766-50,2
154,17693-2,3
155,25967-34,15
156,16913-8,1
157,21691-27,18
158,4876-32,4
159,24926-9,1
160,2670-67,24
161,18342-2,2
162,8429-16,7
163,2878-66,2
164,23310-51,8
165,13589-10,1
166,2993-1,19
167,7020-13,11
168,6629-3,14
169,5307-12,1
170,3623-84,3
171,3221-54,4
172,22811-5,2
173,5738-25,11
174,24718-8,5
175,21392-15,5
176,21688-50,1
177,20931-156,6
178,13658-31,5
179,3808-76,4
180,13993-20,5
181,23253-5,3
182,21655-18,9
183,8893-29,14
184,9237-54,4
185,11212-7,3
186,24962-7,19
187,2514-65,6
188,5008-51,8
189,10391-1,10
190,3485-28,1
191,12461-8,6
192,5430-66,2
193,3305-6,20
194,20932-10,1
195,7849-3,32
196,6257-56,2
197,5087-5,7
198,2831-29,1
199,5412-53,3
200,3024-18,3
201,23296-29,4
202,11160-56,11
203,22506-25,22
204,10699-52,2
205,18332-17,1
206,13094-75,1
207,6391-52,3
208,23661-61,7
209,9015-1,12
210,10365-132,5
211,20975-2,1
212,9453-12,4
213,21390-68,1
214,7015-8,4
215,3366-51,4
216,25089-21,3
217,13486-9,4
218,9876-20,7
219,7926-13,2
220,8246-9,4
221,5353-89,3
222,13671-40,14
223,2819-23,3
224,12732-13,4
225,21143-10,2
226,25126-19,1
227,21395-23,1
228,23566-6,4
229,13473-55,13
230,6334-9,7
231,15514-26,1
232,11380-84,1
233,4162-54,1
234,3077-66,1
235,14100-63,3
236,2960-66,5
237,14708-59,1
238,7157-22,1
239,21995-20,4
240,3388-58,3
241,10490-3,6
242,20538-71,7
243,23173-3,1
244,2190-55,1
245,4968-50,3
246,14593-152,1
247,2731-29,3
248,6393-63,4
249,23771-17,2
250,17364-8,2
251,11243-90,1
252,23274-27,2
253,2768-56,5
254,23620-16,2
255,24640-63,1
256,23309-11,2
257,18398-1,7
258,15431-31,5
259,18185-118,1
260,3484-60,1
261,3758-63,2
262,6168-11,3
263,11067-13,6
264,4916-2,3
265,25906-5,1
266,17812-2,1
267,3730-81,1
268,14042-11,2
269,3457-57,5
270,16593-3,1
271,24909-40,1
272,23601-43,1
273,21533-51,4
274,2952-75,1
275,3516-60,1
276,13130-150,1
277,22055-31,3
278,5708-1,5
279,3445-53,1
280,23284-5,2
281,12490-92,4
282,9959-60,3
283,12681-63,3
284,4123-60,2
285,11219-95,1
286,6229-13,2
287,10981-56,2
288,8091-16,3
289,13067-5,3
290,17145-1,4
291,3343-1,2
292,10620-21,3
293,21706-29,5
294,2774-10,2
295,13042-7,1
296,15527-90,1
297,15432-1,1
298,7198-197,5
299,9590-10,2
300,13712-104,1
301,2358-19,1
302,13699-6,1
303,11647-6,3
304,17348-5,1
305,21819-9,1
306,13731-14,4
307,5036-50,1
308,10040-63,2
309,2573-20,3
310,4673-13,6
311,4905-63,1
312,3284-75,6
313,16594-44,1
314,4964-67,1
315,6415-90,1
316,5084-154,7
317,23342-4,1
318,17161-1,2
319,9384-17,1
320,10496-11,1
321,15426-5,6
322,8923-94,2
323,3184-25,2
324,20461-58,1
325,12572-236,1
326,4127-75,2
327,5680-54,1
328,9185-15,1
329,2585-2,1
330,12585-39,1
331,19799-2,2
332,14254-27,2
333,21206-218,1
334,4500-50,1
335,5648-28,6
336,10866-60,1
337,15576-158,1
338,3336-50,2
339,3235-50,1
340,7779-86,1
341,5358-3,2
342,3583-54,3
343,10754-113,1
344,15480-2,3
345,21107-5,1
346,7870-8,2
347,12549-33,1
348,23349-5,1
349,15364-101,1
350,21720-13,2
351,23200-25,4
352,3069-52,1
353,13723-6,1
354,7856-51,2
355,22816-4,1
356,13112-179,4
357,5598-3,1
358,15636-49,1
359,10833-64,1
360,6556-5,1
361,9212-22,2
362,22486-58,2
363,3313-21,1
364,5601-2,1
365,11405-150,2
366,13495-48,3
367,8039-41,1
368,14078-69,2
369,7127-3,2
370,15494-11,1
371,3173-49,2
372,23929-159,2
373,22783-40,2
374,12671-35,2
375,19123-6,1
376,24493-10,1
377,21647-9,1
378,21544-4,1
379,4184-43,1
380,18397-5,1
381,17396-23,1
382,2700-56,1
383,13122-19,1
384,18909-11,2
385,6557-50,1
386,2891-1,3
387,8086-49,1
388,7839-99,1
389,24957-6,1
390,5741-55,2
391,13939-14,1
392,23225-26,1
393,5581-28,1
394,4907-56,1
395,4989-7,2
396,4549-78,1
397,23424-4,1
398,23544-10,1
399,17724-3,1
400,19130-81,1
401,19257-11,1
402,7655-11,1
403,15326-64,1
404,9267-2,2
405,6586-19,3
406,6706-18,1
407,5063-12,2
408,21397-21,2
409,7934-11,1
410,6471-53,1
411,11208-15,1
412,12735-39,2
413,3299-29,1
414,21438-45,1
415,22797-20,1
416,9933-49,1
417,25964-12,1
418,16746-12,1
419,6645-53,1
420,19606-28,1
421,5410-53,1
